id_1,Y18_1,Y18
4846,34.94094,36.271168
4847,34.424,35.97031
4848,34.176632,35.390793
4849,34.202633,35.583656
4850,33.955658,34.84882
4851,32.558414,33.387928
4852,31.860165,32.013897
4853,31.27033,31.180342
4854,31.880596,31.434198
4855,31.717789,31.40739
4856,31.317778,31.29826
4857,31.17214,30.916286
4858,31.204153,30.757448
4859,30.993864,30.840767
4860,30.90028,30.707407
4861,30.559645,30.176178
4862,30.36566,29.906317
4863,30.217854,29.708252
4864,29.966967,29.294405
4865,29.785904,29.089466
4866,29.52749,28.737684
4867,29.153696,28.481173
4868,28.752016,28.23757
4869,28.176184,27.918798
4870,27.544851,27.385508
4871,26.986044,26.882303
4872,26.58782,26.450933
4873,26.24447,25.895359
4874,25.875551,25.400301
4875,25.569923,25.068565
4876,25.27204,24.678001
4877,25.038553,24.328054
4878,24.815144,24.111174
4879,24.484476,23.843601
4880,24.252924,23.641058
4881,23.955877,23.453665
4882,23.738564,23.236828
4883,23.524782,23.050121
4884,23.37438,22.90525
4885,23.175608,22.618195
4886,23.013836,22.393064
4887,22.858938,22.171299
4888,22.765942,21.997965
4889,22.589296,21.842623
4890,22.375011,21.716566
4891,22.117567,21.541592
4892,21.944393,21.333324
4893,21.696857,21.073591
4894,21.34343,20.840471
4895,21.12712,20.730001
4896,20.983065,20.599571
4897,20.818783,20.489212
4898,20.601805,20.341908
4899,20.426561,20.179195
4900,20.292341,20.126854
4901,20.245695,20.045214
4902,20.186272,19.96374
4903,20.128256,19.886356
4904,19.996603,19.815786
4905,19.887983,19.682343
4906,19.671896,19.540022
4907,19.44519,19.45946
4908,19.289064,19.355715
4909,19.201067,19.262644
4910,19.065283,19.104036
4911,19.074228,19.033173
4912,18.95656,18.92511
4913,18.885809,18.85235
4914,18.66453,18.789274
4915,18.559156,18.70974
4916,18.51423,18.647316
4917,18.446081,18.64934
4918,18.412464,18.650217
4919,18.358444,18.687263
4920,18.265894,18.670115
4921,18.3081,18.5592
4922,18.224352,18.37833
4923,18.120974,18.248804
4924,18.05088,18.199806
4925,18.026972,18.12817
4926,18.014317,18.06167
4927,18.022293,18.002592
4928,17.996859,17.938599
4929,18.096308,18.011467
4930,18.193716,18.065666
4931,18.256886,18.1649
4932,18.146269,18.075657
4933,18.296877,18.133669
4934,18.431686,18.266893
4935,18.662706,18.412964
4936,19.11012,18.802322
4937,19.687828,19.18081
4938,20.140884,19.66042
4939,20.644327,20.181328
4940,21.13832,20.712053
4941,21.711966,21.288881
4942,22.681658,22.190605
4943,23.289768,23.169136
4944,24.46122,24.155033
4945,25.552996,25.216908
4946,26.304049,26.07719
4947,27.214037,27.032509
4948,27.946905,27.952385
4949,28.81925,28.810528
4950,29.485971,29.464588
4951,30.375479,30.323242
4952,31.3675,31.047771
4953,31.963491,31.753548
4954,32.576817,32.563637
4955,32.97137,33.55336
4956,33.601665,34.48021
4957,34.30132,35.34533
4958,34.59469,35.970703
4959,34.976994,36.65306
4960,35.26412,37.24218
4961,35.915363,37.912117
4962,36.07351,38.511395
4963,36.81872,39.03861
4964,36.872536,39.30208
4965,37.706768,39.716618
4966,38.21744,40.06544
4967,38.97448,40.514576
4968,39.15463,40.64174
4969,39.55122,40.812244
4970,40.090107,40.898075
4971,40.616882,40.972687
4972,40.661644,40.879845
4973,40.527374,40.852383
4974,40.977116,40.80639
4975,40.979477,40.588886
4976,40.970783,40.523006
4977,40.841267,40.357708
4978,40.369255,39.733196
4979,40.466415,39.688843
4980,40.72474,39.04351
4981,40.479733,38.878193
4982,40.261787,38.49878
4983,39.777683,38.331
4984,39.536026,38.463753
4985,38.143604,38.069004
4986,36.295506,37.34001
4987,35.469883,37.290783
4988,35.275738,36.798264
4989,34.77268,36.616367
4990,33.81277,36.09463
4991,32.87059,34.77311
4992,31.820707,33.616875
4993,31.289406,32.23108
4994,31.553427,31.610748
4995,31.840572,31.61308
4996,32.121433,31.724024
4997,31.482851,31.272722
4998,30.97646,30.84625
4999,31.431711,30.859198
5000,31.31656,30.802147
5001,31.314806,30.689196
5002,31.236897,30.670462
5003,31.157679,30.66398
5004,31.079985,30.490866
5005,30.858238,30.39344
5006,30.575361,30.179237
5007,30.285032,29.770882
5008,30.054342,29.421217
5009,29.722483,29.283873
5010,29.413433,29.131699
5011,29.013334,28.67509
5012,28.647131,28.194681
5013,28.26309,27.775093
5014,27.957682,27.211906
5015,27.655329,26.781197
5016,27.293274,26.272787
5017,27.028519,25.925415
5018,26.695412,25.503492
5019,26.399994,25.332972
5020,26.02379,25.133455
5021,25.670427,24.90898
5022,25.313698,24.669363
5023,25.03854,24.425879
5024,24.814932,24.318356
5025,24.52698,24.036154
5026,24.22119,23.608189
5027,23.942415,23.274843
5028,23.787664,22.966665
5029,23.634718,22.75201
5030,23.588348,22.725527
5031,23.30739,22.574457
5032,23.116169,22.437567
5033,23.016806,22.333393
5034,22.759235,22.02176
5035,22.640251,21.879717
5036,22.465479,21.845804
5037,22.274456,21.755274
5038,22.147516,21.628487
5039,21.919615,21.508204
5040,21.728682,21.230438
5041,21.647287,21.12
5042,21.491081,20.954712
5043,21.341702,20.78998
5044,21.23968,20.620407
5045,21.036415,20.434208
5046,20.859383,20.246698
5047,20.772516,20.096022
5048,20.752502,20.013767
5049,20.639702,19.94336
5050,20.440432,19.791752
5051,20.26643,19.604467
5052,20.075426,19.416374
5053,19.833067,19.296885
5054,19.682001,19.191763
5055,19.547426,19.188652
5056,19.307364,19.201506
5057,19.160662,19.101803
5058,18.948626,18.938448
5059,18.748978,18.881378
5060,18.655096,18.859528
5061,18.576471,18.81947
5062,18.535559,18.64185
5063,18.5417,18.505497
5064,18.543646,18.392288
5065,18.508875,18.268373
5066,18.465057,18.165598
5067,18.391373,18.185276
5068,18.225178,18.235722
5069,18.073723,18.178091
5070,17.906519,18.156
5071,17.752832,18.150969
5072,17.612093,18.10013
5073,17.570372,18.05505
5074,17.61755,17.958519
5075,17.72821,17.91412
5076,17.88552,17.950651
5077,18.243423,18.125378
5078,18.591722,18.416985
5079,19.100315,18.857206
5080,19.550117,19.359053
5081,20.277208,19.973557
5082,20.927944,20.790976
5083,21.69907,21.707897
5084,22.439615,22.607405
5085,23.17281,23.535221
5086,23.918476,24.29647
5087,25.003565,25.075954
5088,26.050547,25.940516
5089,27.042765,26.787891
5090,28.165989,27.586414
5091,29.253393,28.359165
5092,30.447924,29.204653
5093,31.559927,30.006939
5094,32.549866,30.876945
5095,33.439377,31.769964
5096,34.06854,32.74957
5097,34.72992,33.622494
5098,35.215775,34.39654
5099,35.751194,35.26575
5100,36.088436,36.124073
5101,36.20435,36.837738
5102,36.45362,37.547333
5103,36.84396,38.166965
5104,36.919025,38.64101
5105,37.721146,39.116272
5106,38.027065,39.448555
5107,38.717995,39.702057
5108,39.425564,39.99025
5109,39.8165,40.07323
5110,40.545906,40.350056
5111,40.97845,40.474743
5112,41.39795,40.56702
5113,41.527428,40.52831
5114,41.95303,40.664455
5115,42.18128,40.572964
5116,42.17985,40.428455
5117,42.235023,40.294056
5118,42.750065,40.411343
5119,43.10665,40.294197
5120,42.757767,40.06161
5121,42.424755,39.94009
5122,42.632618,40.184834
5123,42.99087,40.54562
5124,42.690327,40.437477
5125,42.311527,40.49632
5126,42.23671,40.586052
5127,42.981052,40.92664
5128,42.52512,40.81852
5129,42.38679,40.60588
5130,41.28831,40.014446
5131,40.2292,39.521343
5132,40.20251,39.511803
5133,39.257477,38.796036
5134,39.138954,38.362057
5135,38.422123,37.770897
5136,36.757225,36.418983
5137,35.85228,35.554535
5138,35.47812,35.008625
5139,35.314533,34.598972
5140,34.983727,34.18819
5141,34.51795,33.572617
5142,34.17322,33.14138
5143,34.02463,32.80776
5144,33.872826,32.247192
5145,33.397842,31.850174
5146,33.237854,31.477678
5147,32.974297,31.247364
5148,32.70696,30.898893
5149,32.270824,30.502424
5150,31.88074,30.121422
5151,31.597277,29.878336
5152,31.361998,29.652258
5153,31.073881,29.413645
5154,30.648333,29.116362
5155,30.372398,29.011932
5156,30.032293,28.827654
5157,29.641808,28.592365
5158,29.236395,28.219452
5159,28.958399,27.681103
5160,28.673243,27.304358
5161,28.438044,26.969366
5162,28.118505,26.55525
5163,27.927557,26.17977
5164,27.726746,25.77916
5165,27.561916,25.416271
5166,27.487656,25.026588
5167,27.312185,24.831568
5168,27.13743,24.616638
5169,26.929941,24.557392
5170,26.740461,24.549929
5171,26.63154,24.579536
5172,26.490362,24.579044
5173,26.353237,24.66791
5174,26.242998,24.499182
5175,26.086971,24.389486
5176,25.809402,24.280102
5177,25.649557,24.211325
5178,25.512598,24.136389
5179,25.333872,24.214455
5180,25.144602,24.099586
5181,24.915382,23.985106
5182,24.62943,23.845476
5183,24.374716,23.549463
5184,24.108402,23.309399
5185,23.798525,23.064232
5186,23.54091,22.923784
5187,23.3789,22.74683
5188,23.242529,22.475344
5189,23.007538,22.195145
5190,22.766521,21.956299
5191,22.454544,21.746668
5192,22.255102,21.624786
5193,22.033617,21.51444
5194,21.841738,21.462872
5195,21.614605,21.441053
5196,21.45323,21.498753
5197,21.310516,21.50388
5198,21.060537,21.369255
5199,20.938541,21.185577
5200,20.788492,21.03603
5201,20.642317,20.879402
5202,20.506811,20.78988
5203,20.342733,20.686832
5204,20.252953,20.540133
5205,20.177639,20.425251
5206,20.069777,20.306707
5207,20.068825,20.257486
5208,20.018278,20.250778
5209,19.856878,20.150194
5210,19.898462,20.100262
5211,19.83938,20.082355
5212,19.835781,19.971575
5213,19.820707,19.958479
5214,19.861324,19.983418
5215,19.982958,20.079052
5216,19.982378,20.021364
5217,19.89544,20.029188
5218,19.760221,20.087393
5219,19.74474,20.109419
5220,19.953684,20.275518
5221,20.1914,20.350004
5222,20.344305,20.3636
5223,20.383621,20.55008
5224,20.695482,20.784452
5225,20.931059,20.983421
5226,21.279709,21.301388
5227,21.612637,21.663198
5228,21.963974,22.113375
5229,22.38298,22.652273
5230,22.628748,23.034407
5231,22.799511,23.209412
5232,22.995731,23.41056
5233,23.195469,23.551514
5234,23.365917,23.643997
5235,23.551224,23.83824
5236,23.544996,23.901371
5237,23.606382,24.097408
5238,23.396044,23.970465
5239,23.17693,24.031574
5240,23.047916,23.874681
5241,22.867216,23.78399
5242,22.93902,23.738684
5243,22.841845,23.759272
5244,22.878412,23.614073
5245,22.814085,23.55632
5246,22.921848,23.661308
5247,22.99331,23.705885
5248,22.904459,23.68703
5249,22.852068,23.711834
5250,22.804012,23.600159
5251,22.98936,23.590612
5252,23.353945,23.792864
5253,23.86963,23.834627
5254,24.157938,24.172482
5255,24.291483,24.374569
5256,24.394337,24.424425
5257,24.159056,24.362291
5258,24.230722,24.686409
5259,24.17241,24.410866
5260,24.107683,24.64697
5261,24.106594,24.775522
5262,23.876108,24.62019
5263,23.60252,24.523373
5264,23.370089,24.364174
5265,23.17772,23.937502
5266,22.8849,23.625982
5267,22.964424,23.558311
5268,22.931345,23.488352
5269,22.960712,23.346666
5270,22.80284,23.423996
5271,22.687326,23.363686
5272,22.858839,23.371042
5273,23.001898,23.588797
5274,23.117905,23.87867
5275,23.447287,24.187714
5276,23.748371,24.568573
5277,24.000458,24.9592
5278,24.190077,25.383575
5279,24.325119,25.728271
5280,24.594004,25.916695
5281,24.84115,26.264185
5282,25.165543,26.749485
5283,25.169899,27.059984
5284,25.39081,27.017464
5285,25.586805,27.335186
5286,25.381735,27.43726
5287,25.34549,27.152014
5288,25.22225,26.87352
5289,25.2546,26.878712
5290,25.395082,26.88534
5291,25.267767,26.710787
5292,25.165846,26.48043
5293,24.95307,26.175694
5294,24.91656,25.988234
5295,24.613783,25.625948
5296,24.210035,25.153803
5297,23.702425,24.727493
5298,23.187035,24.178198
5299,22.941835,23.978178
5300,22.643528,23.605127
5301,22.415352,23.314104
5302,22.253056,23.140924
5303,22.041746,22.990396
5304,21.745588,22.604942
5305,21.362646,22.400816
5306,21.16041,22.183144
5307,21.040216,22.073362
5308,21.02247,22.0318
5309,21.001965,22.10255
5310,21.029593,22.137875
5311,20.99486,21.969725
5312,20.98939,21.613438
5313,20.81954,21.355585
5314,20.792944,21.104147
5315,20.631819,20.914255
5316,20.537237,20.78141
5317,20.554363,20.77471
5318,20.58807,20.76273
5319,20.72915,20.773693
5320,20.855892,20.721989
5321,20.891933,20.918777
5322,20.923462,21.147137
5323,20.880316,21.397934
5324,20.887156,21.450891
5325,20.815683,21.289963
5326,20.8085,21.313585
5327,20.828915,21.33311
5328,20.896353,21.175701
5329,20.987299,21.108568
5330,21.055948,20.960068
5331,21.160246,20.746119
5332,21.300255,20.825867
5333,21.29356,20.85566
5334,21.281326,21.066568
5335,21.309965,21.3464
5336,21.252346,21.623198
5337,21.149107,21.674545
5338,21.007078,21.667072
5339,20.882864,21.730064
5340,20.911314,21.834743
5341,20.925283,21.904636
5342,20.947868,21.977081
5343,21.01686,21.913864
5344,21.125813,21.886448
5345,21.161669,21.83546
5346,21.164045,21.69428
5347,21.159765,21.63221
5348,21.211216,21.613607
5349,21.206886,21.70261
5350,21.304874,21.649899
5351,21.32901,21.668512
5352,21.327574,21.86739
5353,21.26154,21.848707
5354,21.265123,21.908314
5355,21.213453,21.986637
5356,21.152075,21.888561
5357,21.2104,21.805784
5358,21.252565,21.756866
5359,21.298403,21.711185
5360,21.555082,21.59697
5361,21.64688,21.58469
5362,21.532784,21.64877
5363,21.833126,21.475445
5364,22.00543,21.37112
5365,22.052578,21.296892
5366,21.921478,21.25717
5367,21.945314,21.24074
5368,21.791855,21.428505
5369,21.817211,21.684343
5370,21.748446,21.772991
5371,21.795465,21.97131
5372,21.948103,22.149036
5373,22.43342,22.500774
5374,22.726385,22.996784
5375,23.03829,23.260874
5376,23.257397,23.694801
5377,23.754644,24.15272
5378,24.044893,24.582111
5379,24.27055,24.914167
5380,24.309935,25.295921
5381,24.283773,25.502253
5382,24.287134,25.551146
5383,24.571138,25.56003
5384,25.094711,25.718565
5385,25.86995,26.250343
5386,26.7772,27.167812
5387,27.311754,28.013823
5388,27.897512,28.760075
5389,28.57934,29.551304
5390,29.778616,30.57637
5391,30.777628,31.735556
5392,31.154581,32.578922
5393,31.577087,33.245674
5394,31.874647,34.274094
5395,31.717623,34.745693
5396,31.465271,35.079735
5397,31.476597,35.008453
5398,31.796465,34.77132
5399,31.753576,34.389404
5400,31.64501,33.9902
5401,31.605476,33.811466
5402,31.25308,33.444317
5403,30.777979,32.889103
5404,30.924978,32.63877
5405,30.717371,32.427452
5406,30.579634,32.01866
5407,30.865046,32.015488
5408,31.143404,32.31162
5409,31.387777,32.492874
5410,31.258436,32.30521
5411,30.989082,32.078194
5412,30.571943,31.649376
5413,30.152885,31.22859
5414,29.840895,30.740149
5415,29.66693,30.534206
5416,29.628546,30.439596
5417,29.688578,30.160196
5418,29.680643,30.297186
5419,29.934702,30.551617
5420,30.000387,30.948679
5421,30.049276,31.228699
5422,29.728287,31.244814
5423,29.720903,31.054413
5424,30.153734,31.121199
5425,30.081644,31.052444
5426,29.790195,30.721012
5427,30.092321,30.765993
5428,30.482386,31.020258
5429,30.446878,30.995941
5430,30.10248,30.88653
5431,30.007544,30.723387
5432,29.641443,30.520712
5433,29.394716,30.25795
5434,29.394278,30.26004
5435,29.610607,30.31118
5436,29.19893,29.980135
5437,28.816404,29.67153
5438,28.692923,29.503368
5439,28.41963,29.143023
5440,28.024035,28.637306
5441,27.637026,28.39114
5442,27.553093,28.032932
5443,27.378214,27.807613
5444,27.20841,27.48612
5445,26.929064,27.282831
5446,26.638098,27.00116
5447,26.175016,26.72076
5448,25.891096,26.380075
5449,25.642641,26.045984
5450,25.324259,25.746536
5451,25.078262,25.314007
5452,24.818808,24.94279
5453,24.67114,24.5287
5454,24.522642,24.266384
5455,24.384071,24.038616
5456,24.200907,24.025639
5457,24.039886,24.076063
5458,23.910828,24.114449
5459,23.715418,24.072702
5460,23.61614,23.936298
5461,23.490778,23.734253
5462,23.481342,23.568552
5463,23.476429,23.549706
5464,23.413422,23.529423
5465,23.340948,23.515741
5466,23.32673,23.6957
5467,23.36374,23.78114
5468,23.367847,23.77286
5469,23.392027,23.793896
5470,23.318441,23.903175
5471,23.26208,23.844463
5472,23.181786,23.695162
5473,23.024023,23.506874
5474,22.898075,23.485615
5475,22.81414,23.396637
5476,22.791956,23.232391
5477,22.8229,23.142807
5478,22.84063,23.092218
5479,22.759068,23.124765
5480,22.757221,23.056875
5481,22.798285,23.007189
5482,22.771181,23.079514
5483,22.837244,23.273096
5484,22.910847,23.29372
5485,22.939371,23.281746
5486,22.876062,23.06943
5487,22.791462,23.01198
5488,22.711992,22.960724
5489,22.705221,22.880255
5490,22.70588,22.806347
5491,22.744904,22.775637
5492,22.663618,22.753248
5493,22.697416,22.800219
5494,22.614058,22.775564
5495,22.610928,22.866346
5496,22.596884,22.925877
5497,22.563358,22.941837
5498,22.674877,22.992926
5499,22.698013,22.972563
5500,22.692959,22.94922
5501,22.611107,22.85641
5502,22.496885,22.785444
5503,22.476637,22.795074
5504,22.517557,22.879688
5505,22.531973,22.77007
5506,22.51211,22.68436
5507,22.495827,22.644367
5508,22.514263,22.695753
5509,22.670847,22.865475
5510,22.632048,22.969858
5511,22.908129,23.214018
5512,23.135523,23.48274
5513,23.445692,23.754711
5514,23.760197,24.054724
5515,24.242956,24.49047
5516,24.5709,24.939625
5517,24.749823,25.26091
5518,25.012613,25.627031
5519,25.380587,25.932142
5520,25.535147,26.120028
5521,25.78224,26.291975
5522,26.341356,26.558907
5523,26.725382,26.948969
5524,27.08505,27.286947
5525,27.690668,27.716984
5526,28.727749,28.304798
5527,29.611631,29.181639
5528,30.400251,30.006968
5529,30.282839,30.364265
5530,30.592913,30.56086
5531,30.886309,30.755697
5532,32.284725,31.436935
5533,32.874165,32.11973
5534,32.87091,32.417274
5535,32.77184,32.592106
5536,33.134037,32.799225
5537,33.520912,33.308365
5538,33.876328,33.72764
5539,34.445602,34.310303
5540,35.304253,34.979942
5541,35.97525,35.553944
5542,36.234158,35.84917
5543,36.845272,36.557262
5544,36.459805,36.359184
5545,36.363922,36.41959
5546,36.02432,36.734978
5547,36.621094,37.007233
5548,37.64151,37.75401
5549,37.980793,37.818394
5550,38.227726,37.751728
5551,37.666668,36.912594
5552,36.80698,36.205387
5553,36.26841,35.87928
5554,36.764412,35.48719
5555,34.503174,34.259182
5556,34.140728,34.40831
5557,33.704266,34.483612
5558,33.006966,34.193527
5559,33.303986,34.419247
5560,32.666145,34.12258
5561,32.82789,34.675354
5562,33.391865,35.026855
5563,33.548435,35.376625
5564,33.831326,35.504993
5565,33.51926,34.881218
5566,33.35973,34.828426
5567,34.159267,35.980366
5568,33.625862,35.73439
5569,33.085896,35.39418
5570,32.57703,34.91236
5571,32.016647,33.707066
5572,31.688534,32.899384
5573,31.27576,32.191788
5574,30.702135,31.501291
5575,30.00171,30.447462
5576,29.509962,29.75279
5577,29.238588,29.33518
5578,29.013983,28.899029
5579,28.751192,28.546043
5580,28.565907,28.19787
5581,28.40314,27.81882
5582,28.21076,27.43141
5583,27.828688,27.068623
5584,27.51066,26.751225
5585,27.273003,26.490898
5586,26.973082,26.282167
5587,26.84083,25.94124
5588,26.429316,25.865091
5589,26.121334,25.737865
5590,25.801443,25.636992
5591,25.574392,25.394028
5592,25.261831,25.34529
5593,25.05482,25.14521
5594,24.828297,25.209085
5595,24.611683,25.044058
5596,24.369696,24.842987
5597,24.21334,24.680748
5598,24.04546,24.643867
5599,23.931036,24.58971
5600,23.79497,24.308105
5601,23.648067,24.09111
5602,23.51459,23.889154
5603,23.425886,23.936222
5604,23.351774,23.770533
5605,23.305101,23.757376
5606,23.251192,23.739063
5607,23.266075,23.662785
5608,23.299364,23.63296
5609,23.345276,23.56024
5610,23.315096,23.477947
5611,23.277363,23.358995
5612,23.300745,23.256706
5613,23.31879,23.210281
5614,23.360174,23.150295
5615,23.249989,23.006971
5616,23.256943,23.09717
5617,23.18109,23.104652
5618,23.065542,23.048506
5619,22.919641,23.028269
5620,22.907045,23.08617
5621,22.833199,23.059345
5622,22.892511,23.105413
5623,22.814734,23.135328
5624,22.702059,23.08642
5625,22.647804,22.999033
5626,22.51451,22.83963
5627,22.44453,22.744526
5628,22.3273,22.605574
5629,22.23762,22.47144
5630,22.302828,22.37759
5631,22.304464,22.34182
5632,22.286118,22.302368
5633,22.069456,22.261566
5634,22.04063,22.124674
5635,21.93921,21.989176
5636,21.768484,21.81709
5637,21.711323,21.755941
5638,21.639786,21.792282
5639,21.469036,21.74667
5640,21.304243,21.543566
5641,21.114765,21.434372
5642,21.044508,21.405247
5643,21.027523,21.502499
5644,20.92096,21.453524
5645,20.95275,21.413042
5646,20.955278,21.458807
5647,21.015306,21.475435
5648,21.03845,21.454256
5649,21.016953,21.486168
5650,21.042875,21.624134
5651,21.199265,21.757196
5652,21.254948,21.88943
5653,21.380417,21.923775
5654,21.405966,21.790348
5655,21.453737,21.810394
5656,21.611357,21.814259
5657,21.85325,21.913752
5658,22.022541,22.064966
5659,22.1406,22.241566
5660,22.21095,22.428072
5661,22.443714,22.752213
5662,22.306715,22.79578
5663,22.248964,22.898458
5664,22.322083,23.052078
5665,22.371737,23.118671
5666,22.582891,23.140654
5667,22.665344,22.923449
5668,22.744663,22.844162
5669,22.531248,22.538609
5670,22.586433,22.456375
5671,22.454336,22.373316
5672,22.413893,22.499956
5673,22.41924,22.49915
5674,22.963282,22.908598
5675,23.266235,23.162905
5676,23.729837,23.743025
5677,24.009089,24.402128
5678,24.426132,25.07449
5679,24.838608,25.662777
5680,25.299536,26.033894
5681,25.634218,26.243124
5682,25.800016,26.787357
5683,26.31378,27.21896
5684,26.308628,27.678865
5685,26.01131,27.702183
5686,26.062487,27.555912
5687,25.9182,27.670095
5688,25.884546,27.586056
5689,25.765032,27.249743
5690,25.24977,26.665297
5691,24.96387,26.48189
5692,24.8262,26.463737
5693,24.306286,26.161291
5694,24.345814,26.034344
5695,24.616129,26.041624
5696,24.68133,25.903996
5697,24.903624,25.616652
5698,24.325493,24.995657
5699,23.687668,24.48104
5700,22.419727,24.005754
5701,21.573652,23.381979
5702,21.416584,22.925371
5703,20.651907,22.41176
5704,19.97538,21.771608
5705,20.082615,21.41149
5706,19.952389,21.116879
5707,19.817701,20.963085
5708,20.467869,20.777023
5709,20.416576,20.596714
5710,21.267527,20.564814
5711,21.855066,20.794012
5712,22.33526,21.048779
5713,22.34567,21.12879
5714,22.236567,21.243666
5715,22.317524,21.367641
5716,21.94269,21.225441
5717,22.057451,21.17442
5718,22.17339,21.264944
5719,22.217705,21.294422
5720,22.297802,21.44476
5721,22.251799,21.108906
5722,21.685398,20.970745
5723,21.495451,20.84512
5724,21.990538,21.058992
5725,21.936209,20.977926
5726,22.119831,21.053572
5727,22.154863,21.03771
5728,22.297344,21.176891
5729,22.168417,21.155905
5730,22.303883,21.115845
5731,22.29182,20.995928
5732,22.304777,20.939693
5733,22.324732,20.868519
5734,22.362907,20.846249
5735,22.449484,21.091846
5736,22.328865,21.39916
5737,22.370028,21.578497
5738,22.312883,21.838669
5739,22.242714,21.706112
5740,22.241892,21.748402
5741,22.023607,21.922838
5742,21.84153,21.966743
5743,21.758951,21.915812
5744,21.421831,21.841227
5745,21.657293,21.747437
5746,21.575438,21.602007
5747,21.536043,21.568808
5748,21.301708,21.472025
5749,21.155928,21.481533
5750,21.338404,21.55697
5751,21.323376,21.650059
5752,21.442549,21.758966
5753,21.34912,21.730667
5754,21.363905,21.543793
5755,21.30131,21.539053
5756,21.318428,21.589312
5757,21.332747,21.597029
5758,21.425907,21.618162
5759,21.376371,21.562086
5760,21.345827,21.580036
5761,21.348122,21.696215
5762,21.256561,21.708588
5763,21.262531,21.713741
5764,21.21792,21.661316
5765,21.148611,21.67356
5766,20.995056,21.658365
5767,20.90497,21.586777
5768,20.88049,21.514105
5769,20.780394,21.37909
5770,20.822653,21.293451
5771,20.90719,21.289478
5772,20.929533,21.261549
5773,20.89853,21.297508
5774,20.936773,21.312237
5775,20.971008,21.262623
5776,21.001081,21.191366
5777,20.996464,21.093832
5778,20.94867,21.080063
5779,20.905397,21.041187
5780,20.895418,21.071033
5781,20.912268,21.122107
5782,20.87773,21.22212
5783,20.886805,21.340416
5784,20.876469,21.50541
5785,20.96527,21.671984
5786,21.000696,21.716074
5787,20.945002,21.672987
5788,21.01816,21.71192
5789,20.960386,21.569344
5790,21.040102,21.536753
5791,21.063826,21.46065
5792,21.081755,21.417843
5793,21.143484,21.411816
5794,21.123133,21.440756
5795,21.089838,21.476202
5796,21.216497,21.6271
5797,21.285698,21.647978
5798,21.34447,21.819986
5799,21.429226,22.13954
5800,21.484308,22.223808
5801,21.552128,22.426563
5802,21.806278,22.579485
5803,21.96201,22.714705
5804,22.211409,22.921978
5805,22.404322,23.02455
5806,22.728973,23.32414
5807,23.015577,23.774721
5808,23.28728,24.010544
5809,23.621088,24.236753
5810,23.95271,24.500904
5811,24.141342,24.606073
5812,24.430195,24.63057
5813,24.729847,24.715008
5814,24.861702,24.765028
5815,24.914091,24.854412
5816,25.2522,25.02465
5817,25.858042,25.303148
5818,26.814417,25.851692
5819,27.48232,26.626192
5820,27.522385,27.252913
5821,27.430775,27.534603
5822,27.335178,27.71102
5823,27.738749,28.049934
5824,27.886545,28.232733
5825,28.177702,28.383156
5826,28.092834,28.614073
